GroupID,GroupName,ModelId,ModelName
4073,ACP_law_and_order,961,Car_Mahindra_Bolero_Default_2021_P_MT
4385,city_Armed_Reserve,936,Car_Mahindra_Bolero_Default_2019_D_MT
2862,E_ChargeUp,1844,BMS_Greenfuel_GF6_JBD500_2025_EV_AT
3620,blrtrafficpolice,1311,Bike_Suzuki_Gixxer 150_Default_2023_P_AT
2600,JPM,2091,BMS_JPM_51.2V100AH_Lithion BMS_2025_EV_AT
2595,la5.ic,1125,BMS_Battery_TEST_Default_2021_EV_AT
2595,la5.ic,1523,Bike_Honda_Shine_Default_2023_P_MT
2595,la5.ic,793,Car_Toyota_Etios_Default_2019_D_MT
3516,LA5.IC.HARDWARE,1138,eRickshaw_Ampere_Ampere_Default_2022_EV_AT
2818,MBSI_PVT_LTD,1013,Bike_Honda_Activa 5G_Default_2020_P_AT
4546,Stride,1073,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT
7751,Akasa,1807,BMS_Trontek_61V105Ah_REV 1.3_2024_EV_AT
1717,IndusGo,688,Car_Maruti_Swift_VXI_2020_P_MT
2595,la5.ic,291,Bike_Hero_Maestro Edge_Default_2018_P_MT
3516,LA5.IC.HARDWARE,1454,BMS_Stefen_48V-Superpower_Default_2023_EV_AT
2818,MBSI_PVT_LTD,547,Bike_Honda_Xblade_Default_2019_P_MT
2418,bgauss,1289,eBike_BGauss_C12_Default_2022_EV_AT
3620,blrtrafficpolice,1178,Bike_TVS_Apache_RTR160_2022_P_MT
2777,Grinntech,686,BMS_Livguard_48V_V1_2020_EV_AT
2595,la5.ic,1344,Car_Volkswagen_Vento_Default_2019_D_AT
2595,la5.ic,608,Car_Maruti_Brezza_Default_2019_D_MT
3516,LA5.IC.HARDWARE,1271,Truck_Volvo_Volvo FM_Default_2020_D_MT
4903,MG_Motors,1245,Car_MG_zs EV_Exclusive_2022_EV_AT
2770,MUPL,1622,BMS_Eastman_ EM LFP S 51105 G_JBD CAN 250_2024_EV_AT
3664,Vgoocars,281,Car_JEEP_Compass_Default_2018_P_MT
1717,IndusGo,2026,Car_Maruti_Alto k10_Default_2025_P_AT
2595,la5.ic,1381,BMS_Inverted_51.6V_Inverted_JBD_2023_EV_AT
2595,la5.ic,1995,BMS_Redon_51.2V105 AH_JBD500_2025_EV_AT
4546,Stride,1789,eRickshaw_Omega_Seiki rage+_Default_2024_EV_AT
5182,Gemopai,1643,eBike_Gemopai_Ryder_Low Speed _2024_EV_AT
2595,la5.ic,1330,Bike_Hero_PLEASURE+_Default_2023_P_AT
3758,Likraft,1824,BMS_Likraft_51.2V 35AH_JK250_2025_EV_AT
2512,Livguard_Ver2,1149,BMS_Inverted_48V_V1_2022_EV_AT
2818,MBSI_PVT_LTD,1854,Car_Citroen_ec3_Default_2025_EV_AT
8884,RR_Mobility,1510,Tata ace_Tata_Tata Ace_Default_2018_P_MT
5457,SygnusElectrik,1672,BMS_Sygnus Electrik_Webber 500K_51.2V/100Ah Li-ion_2024_EV_AT
2373,AWLAgriBusinessLimited,979,Car_Toyota_Innova Crysta_GX 7 STR_2021_D_MT
8888,Electrochempower,1994,BMS_Electrochempower_25.6V200AH_JBD 500_2025_EV_AT
3015,MBSI_LA5,1097,Bike_Royal Enfield_Meteor 350 steller_Default_2020_P_MT
4750,One_World_Mobility,1490,eBike_BGauss_D15i_Default_2023_EV_AT
2595,la5.ic,1452,eBike_Quantum_Bziness_Daly 500 BMS_2023_EV_AT
3326,Trontek,1409,BMS_Trontek_51V_14S NMC_2023_EV_AT
2595,la5.ic,409,Bike_Hero_Glamour_Default_2018_P_MT
2595,la5.ic,1577,Bus_Olectra_Olectra_Default_2024_EV_AT
4357,TaSki,1110,Car_BYD E6_BYD E6_Default_2021_EV_AMT
7751,Akasa,1694,BMS_Trontek_51V105Ah_Trontek_REV 1.3_2024_EV_AT
4091,Akira,1779,BMS_Akira_JBD250_Default_2024_EV_AT
2595,la5.ic,1010,Bike_TVS_NTORQ_Default_2019_P_AT
2595,la5.ic,17,Bike_Bajaj_Avenger Street 220_Default_2017_P_MT
2595,la5.ic,946,Car_Nissan_Sunny_Default_2017_P_MT
165,RoyalBrothers,1375,Bike_Honda_Activa_Default_2023_P_AT
3154,BLR_POLICE_HOYSALAS,1325,Car_Maruti_Ertiga_Default_2023_P_MT
7803,KakkarSmart,2068,BMS_Safeli_51.2V106AH_JBD500_2025_EV_AT
2333,Kineticgreen,864,eRickshaw_Kinetic_Safar_Smart_2021_EV_AT
2595,la5.ic,1542,BMS_CLN Energy_52 V_ 51.2V45Ah_2023_EV_AT
2595,la5.ic,1339,Car_Skoda_KUSHAQ_Default_2021_P_MT
3157,Perpetuity_Capital,749,eRickshaw_Omega_Seiki_Default_2021_EV_AT
2326,EEE_TAXI,790,Car_Tata_Tiago_XM_2020_P_MT
5146,ElectrifiMobility,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
165,RoyalBrothers,1425,Bike_TVS_Apache_RTR200_2023_P_AT
5119,SEG_Automotive,1628,eRickshaw_JS Auto_NV Electric_Passenger_2024_EV_AT
3154,BLR_POLICE_HOYSALAS,566,Car_Maruti_Ertiga_VDi_2019_D_MT
2457,IndusGo_SecondaryDevice,895,Car_Maruti_Brezza_Default_2020_P_MT
2595,la5.ic,1729,Bike_Kawasaki_Ninja 300_Default_2024_P_MT
2595,la5.ic,1640,BMS_Inverted_51.6V_Inverted_JBD_500BD_2024_EV_AT
5571,shizenenergy,1763,BMS_Shizenenergy_51.2V 150Ah_JBD 21S 300A_2024_EV_AT
3024,ZyppElectric,1277,eBike_Fujiyama_SPECTRA_Default_2023_EV_AT
295,HWY Rider,291,Bike_Hero_Maestro Edge_Default_2018_P_MT
4012,Ipower,1736,BMS_iPower_51.2V  100Ah_Daly 250_2024_EV_AT
2595,la5.ic,1311,Bike_Suzuki_Gixxer 150_Default_2023_P_AT
2595,la5.ic,1300,Charging-Station_Buzz Energy_EzeeGateway_V1_2023_EV_AT
3809,Madikeri_Police,723,Car_Mahindra_Scorpio_Default_2019_D_MT
4748,super_mexx,1680,BMS_Supermexx_48v100ah_Dally_500_2024_EV_AT
3963,Tata_Demo,1623,Minitruck_Ashok Leyland _Dost_Default_2024_P_MT
3963,Tata_Demo,1263,Truck_Tata_2818C_Default_2022_D_MT
4162,dhatri,1324,Car_Maruti_Swift_Default_2022_P_MT
3623,Greenifit,1673,eBike_Quantum_Bziness_500_Bziness XP_2024_EV_AT
3429,Highflow_Industries,1305,BMS_Highflow_51.2V100AH_Default_2023_EV_AT
4428,IntelliOne,1527,VFD_INVT_GD200A_Field Marshal_2023_EV_AT
3516,LA5.IC.HARDWARE,1505,VFD_INVT_GD200A_Eicher_2023_EV_AT
5571,shizenenergy,2018,BMS_Shizenenergy_25.6V150AH_Mintang 500_2025_EV_AT
5856,YukiElectrical,1930,BMS_YukiElectrical_51V45AH_SP BS V1_2025_EV_AT
2595,la5.ic,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
3015,MBSI_LA5,1316,Bike_Royal Enfield_Hunter _350_2023_P_MT
3653,Noori_Travels,242,Car_Maruti_Swift_Default_2018_D_MT
4961,Greaves_2W_Ampere,1385,eRickshaw_Ampere_Zeal EX_Default_2023_P_AT
2595,la5.ic,130,Bus_Swaraj Mazda_Swaraj Mazda_Default_2017_D_MT
2595,la5.ic,9,Truck_Ashok Leyland_Truck_Default_2017_D_MT
2818,MBSI_PVT_LTD,543,Bike_Honda_Pleasure_Default_2019_P_AT
8167,Niranjan_Billing,1322,eRickshaw_Altigreen_NEEV API_Default_2023_EV_AT
4222,Sparrow_Mobility,1878,Car_Maruti_Swift_Default_2022_CNGP_MT
5146,ElectrifiMobility,1789,eRickshaw_Omega_Seiki rage+_Default_2024_EV_AT
3093,Greaves_3W_MLR_Auto,1235,eRickshaw_MLR Auto_ePRO_Cargo_SEG+Exicom_2023_EV_AT
2416,Lectrix,1196,BMS_Trontek_51V_Default_2022_EV_AT
2818,MBSI_PVT_LTD,1676,Bike_Honda_Hornet -2.0_Default_2024_P_MT
3120,Inverted_energy,1382,BMS_Inverted_51.6V_Inverted_Daly_2023_EV_AT
2595,la5.ic,203,Vehicle_Vehicle_Vehicle_Default_2017_D_MT
2595,la5.ic,978,Car_Toyota_Innova Crysta_Default_2021_P_MT
2818,MBSI_PVT_LTD,654,Bike_Honda_Activa 5G_Default_2020_P_MT
8167,Niranjan_Billing,1838,eBike_BGauss_ C12 I MAX_Default_2025_EV_AT
2766,Pibeam,252,eBike_HEROelectric_NYX e5_Default_2018_EV_AT
3326,Trontek,1805,BMS_Trontek_51.2V_REV1.3_2024_EV_AT
4020,alt_mobility,1673,eBike_Quantum_Bziness_500_Bziness XP_2024_EV_AT
2365,DeviceManagement,1212,eRickshaw_Reep_Keto_Default_2022_EV_AT
2595,la5.ic,1071,eRickshaw_Altigreen_NEEV HD_EV_2021_EV_AT
2770,MUPL,1073,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT
2770,MUPL,1253,eRickshaw_TATA_ACE_EV_2023_EV_AT
3424,Zappit_Shoffr,1788,Car_BYD_BYD EMax_Default_2024_EV_AT
5855,demo.hero,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
2595,la5.ic,434,Car_Maruti_New Dzire_VXI_2018_P_AMT
3516,LA5.IC.HARDWARE,1139,BMS_Sanvaru_Battery_Default_2022_EV_AT
2818,MBSI_PVT_LTD,1070,eBike_Okinawa_IPraise+_EV_2021_EV_AT
28480,ORIX_CORPORATION_LIMITED,866,Car_Hyundai_VENUE _Default_2021_P_MT
2541,Upgrid_Mobility,2036,BMS_Battrixx_51.2V 105ah_B-BS-SOC_2025_EV_AT
3633,Eastman,1923,BMS_Eastman_EM LFP S 51105NJ_BS-Superpower_2025_EV_AT
4410,EOLTest_Pass_2024,1245,Car_MG_zs EV_Exclusive_2022_EV_AT
3902,EVM_secondarydevice,609,Car_Maruti_Celerio_Default_2019_P_AT
2595,la5.ic,1302,BMS_Yukinova_60V_Default_2023_EV_AT
4588,Neuron,2098,BMS_Neuron_51.2V 45Ah_SOC device_2025_EV_AT
3326,Trontek,1919,BMS_Trontek_51V105Ah_BS V3 _2025_EV_AT
2520,Greendrive,1137,eBike_HEROelectric_NYX e5_HX_2022_EV_AT
2595,la5.ic,1650,Bike_Bajaj_pulsar NS 400_Default_2024_P_MT
3516,LA5.IC.HARDWARE,14,Car_Audi_Q5_Default_2017_D_MT
2595,la5.ic,136,Bus_Tata_Bus_Default_2017_D_MT
3664,Vgoocars,800,Car_Renault_Kwid_RX_2018_P_MT
3024,ZyppElectric,1694,BMS_Trontek_51V105Ah_Trontek_REV 1.3_2024_EV_AT
4020,alt_mobility,1845,eBike_Bounce_Infinity_sun mobility _2025_EV_AT
2518,BOSCH,553,Tata ace_Tata_Tata Ace_Default_2018_EV_AT
7839,Citroen_Plant,1275,Car_Citroen_Citroen_Default_2022_EV_AT
5855,demo.hero,1377,Bike_Honda_activa 125_Default_2022_P_AT
2453,EVMGroup,1553,Bike_Bajaj_Avenger Cruise 220_Default_2024_P_MT
2595,la5.ic,1676,Bike_Honda_Hornet -2.0_Default_2024_P_MT
5026,Maverick_Motors,1226,Bike_Royal Enfield_Interceptor 650_650_2021_P_MT
3653,Noori_Travels,462,Car_Toyota_Innova Crysta_Default_2018_D_MT
3060,BikeBazaar,1645,eBike_Bounce_Infinity_Default_2024_EV_AT
2595,la5.ic,1360,Car_Volkswagen_Polo_Default_2020_P_MT
2595,la5.ic,1061,Car_Maruti_Ertiga_Default_2020_P_MT
2595,la5.ic,1376,BMS_Livguard_BMS White Knight 14S_48V_60A_V4_2023_EV_No Data
2595,la5.ic,197,Car_Mahindra_Xylo_Default_2017_D_MT
3758,Likraft,1440,BMS_Likraft_12.8V 180Ah_RS485_2023_EV_AT
3033,vidyuttech_API,1235,eRickshaw_MLR Auto_Eltra_Cargo_SEG+Exicom_2023_EV_AT
3633,Eastman,1834,BMS_Eastman_60.8V 105Ah_JBD 250_2024_EV_AT
104,KTPL,130,Bus_Swaraj Mazda_Swaraj Mazda_Default_2017_D_MT
3868,Metafin,1560,VFD_Crompton Greaves_VSX48-032 20CEB_No Genset_2023_EV_AT
2595,la5.ic,1195,BMS_Trontek_61V_Default_2022_EV_AT
2595,la5.ic,1400,Car_Nissan_Micra_Default_2019_P_AT
2595,la5.ic,1422,Car_Datsun_Go+_Default_2019_P_MT
3653,Noori_Travels,404,Car_Toyota_Camry_Default_2017_P_MT
4232,NTL_India,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
3425,ScooEV_Sigrid,1319,BMS_micronix_52V_Default_2023_EV_AT
3052,TVS_Motors,1140,Auto_Mahindra_Jeeto_Jeeto_2022_P_MT
2541,Upgrid_Mobility,2041,BMS_Trontek_51.2v45ah_BS-TK_2024_EV_AT
3060,BikeBazaar,1273,eBike_Quantum_Bziness_EV_2023_EV_AT
3516,LA5.IC.HARDWARE,1287,BMS_Greenfuel_51.2V_Dally_2023_EV_AT
3901,Quantum,1649,eBike_Quantum_Bziness_EV_2024_EV_AT
2541,Upgrid_Mobility,1777,BMS_Battrixx_48v_Superpower_Default_2024_EV_AT
2541,Upgrid_Mobility,1484,BMS_iPower_iPower_Daly 500_2023_EV_AT
2595,la5.ic,1322,eRickshaw_Altigreen_NEEV API_Default_2023_EV_AT
3451,LA5.IC.OPS,1149,BMS_Inverted_48V_V1_2022_EV_AT
2484,Magenta,1073,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT
4155,PointO,1754,BMS_CLN Energy_51.2v150ah_JBD250_2024_EV_AT
165,RoyalBrothers,1335,Bike_Yamaha_Fascino_Default_2023_P_AT
3033,vidyuttech_API,1232,eRickshaw_MLR Auto_ePRO_Cargo_Tork+Amaron_2022_EV_AT
3902,EVM_secondarydevice,777,Car_Maruti_Swift_Zxi +_2018_P_MT
2595,la5.ic,1875,Car_Hyundai_Exter_Default_2025_D_MT
2453,EVMGroup,1435,Bike_Yamaha_Ray ZR 125_Default_2023_P_AT
3516,LA5.IC.HARDWARE,9,Truck_Ashok Leyland_Truck_Default_2017_D_MT
2541,Upgrid_Mobility,1378,BMS_Inverted_48V_Inverted_JBD_2023_EV_AT
7751,Akasa,1992,BMS_Trontek_51V105Ah_DEV062_REV1.3 Akasa_2025_EV_AT
2365,DeviceManagement,1449,Truck_Eicher_pro 3019_Default_2023_P_MT
4428,IntelliOne,1560,VFD_Crompton Greaves_VSX48-032 20CEB_No Genset_2023_EV_AT
28480,ORIX_CORPORATION_LIMITED,1879,Car_Toyota_Innova Hycross_Default_2022_P_AT
2595,la5.ic,1188,Auto_Bajaj_RE_Default_2021_P_MT
2595,la5.ic,1170,BMS_Highflow_48V_Default_2022_EV_AT
2818,MBSI_PVT_LTD,1136,Bike_Suzuki_VStrom_SF250_2021_P_MT
3033,vidyuttech_API,1179,eRickshaw_Mahindra_Zor Grand_DV+_2022_EV_MT
3893,Everest,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
4012,Ipower,1903,BMS_iPower_51.2V  45Ah_SOC_Dev59_2025_EV_AT
7,Krishniah Chetty and Sons,29,Car_BMW_5 series_Default_2017_D_MT
3868,Metafin,1538,VFD_INVT_GD200A_Suraj_2023_EV_AT
2595,la5.ic,1245,Car_MG_zs EV_Exclusive_2022_EV_AT
3451,LA5.IC.OPS,1246,BMS_Lithion_Battery_48V_2022_EV_AT
2818,MBSI_PVT_LTD,1106,Bike_Honda_Dio_Default_2021_P_AT
2818,MBSI_PVT_LTD,175,Bike_Yamaha_Ray Z_Default_2017_P_MT
3653,Noori_Travels,105,Car_Nissan_Sunny_Default_2017_D_MT
3060,BikeBazaar,1683,eBike_Quantum_Jinka_250_Bziness Pro_2024_EV_AT
3902,EVM_secondarydevice,1395,Car_Maruti_Dzire_Default_2023_D_MT
3005,IEX_Energy,1116,ECU_IX Energy_IX_Default_2021_EV_AT
4116,kazam,1184,eRickshaw_Mahindra_Zor Grand_DV+_2022_EV_AT
2595,la5.ic,1959,Car_Force_Urbania_Default_2025_D_MT
2595,la5.ic,1110,Car_BYD E6_BYD E6_Default_2021_EV_AMT
3516,LA5.IC.HARDWARE,663,Car_Honda_Jazz_Default_2015_P_CVT
3451,LA5.IC.OPS,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
4516,Auto_Vikas,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
4385,city_Armed_Reserve,216,Car_Maruti_Eeco_Default_2017_P_MT
3902,EVM_secondarydevice,1459,Car_Maruti_Wagonr_Default_2023_CNG_MT
295,HWY Rider,1249,Bike_TVS_JUPITER_Default_2020_P_AT
4428,IntelliOne,1598,VFD_Crompton Greaves_VSX48-032 20CEB_Livguard_2024_EV_AT
2595,la5.ic,1275,Car_Citroen_Citroen_Default_2022_EV_AT
28480,ORIX_CORPORATION_LIMITED,943,Car_Maruti_Brezza_Default_2020_D_MT
3128,stefen_electric,1454,BMS_Stefen_48V-Superpower_Default_2023_EV_AT
4428,IntelliOne,1599,VFD_Crompton Greaves_VSR48-060 20CEB_No Genset_2024_EV_AT
7213,JFL_Dominos,1954,eBike_Ampere_Magnus_EX_2025_EV_AT
2595,la5.ic,1130,Bike_Yezdi_Adventure_Default_2021_P_MT
2595,la5.ic,1359,Car_Nissan_Kicks_Default_2021_P_AT
3516,LA5.IC.HARDWARE,1228,Truck_Mercedes Benz_Truck_Actros_2018_EV_AT
3516,LA5.IC.HARDWARE,1124,Building_Intellicar_Building-001_Default_2022_BUILDING_NA
2818,MBSI_PVT_LTD,1178,Bike_TVS_Apache_RTR160_2022_P_MT
3326,Trontek,1808,BMS_Trontek_51V_60Ah_2024_EV_AT
5028,CLN_Energy,1619,BMS_CLN Energy_60.8 V_60.8V 105Ah_2024_EV_AT
3586,Demo_Nupur,1149,BMS_Inverted_48V_V1_2022_EV_AT
2938,FAE_Bikes,1146,eBike_Jitendra_FAE Bikes_Default_2021_EV_MT
2595,la5.ic,1314,Bike_Yamaha_Aerox 155_Default_2023_P_AT
2595,la5.ic,1638,Car_Citroen_C3 Aircross_Default_2024_EV_AT
3758,Likraft,1765,BMS_Likraft_51.2V 100Ah LFP_JBD 250_2024_EV_AT
2818,MBSI_PVT_LTD,3,Bike_Aprilia_SR 150_Default_2017_D_AT
3326,Trontek,1546,BMS_Trontek_51V_Battery Smart 500K Protocol_2024_EV_AT
7751,Akasa,1967,BMS_Ambit_51.2V100AH_JBD500_2025_EV_AT
3154,BLR_POLICE_HOYSALAS,1061,Car_Maruti_Ertiga_Default_2020_P_MT
3516,LA5.IC.HARDWARE,1498,VFD_INVT_GD200A_Default_2023_EV_AT
2479,Log9,1789,eRickshaw_Omega_Seiki rage+_Default_2024_EV_AT
3653,Noori_Travels,828,Car_Maruti_Ciaz_Zxi_2018_P_AMT
4222,Sparrow_Mobility,1324,Car_Maruti_Swift_Default_2022_P_MT
5856,YukiElectrical,1928,BMS_YukiElectrical_60V 105AH_JBD 500_2025_EV_AT
2453,EVMGroup,1522,Bike_Honda_CB Hornet 160R_Default_2024_P_MT
2862,E_ChargeUp,1682,BMS_Greenfuel_GF1_JBD500_2024_EV_AT
4428,IntelliOne,1203,BMS_Livguard_48V_V2_2022_EV_AT
2595,la5.ic,1677,Bike_Royal Enfield_Scram 411_Default_2024_P_MT
2595,la5.ic,947,Car_Honda_Jazz_Default_2019_P_MT
2595,la5.ic,119,Bike_Royal Enfield_Himalayan_Default_2017_P_MT
1822,Amplus,749,eRickshaw_Omega_Seiki_Default_2021_EV_AT
4009,Pixcell,1303,BMS_Pixcell_48V_Default_2023_EV_AT
2541,Upgrid_Mobility,1769,eRickshaw_Bahubali_E-Rickshaw_Default_2024_EV_AT
4171,Ecomile_tech,1783,BMS_Ecomile_51V_	51V 100Ah _2024_EV_AT
1717,IndusGo,870,Car_Maruti_Brezza_ZXI_2021_P_MT
3516,LA5.IC.HARDWARE,1185,BMS_Amptek_45V_Default_2022_EV_AT
3653,Noori_Travels,1025,Car_Honda_Amaze_Default_2020_P_AT
28480,ORIX_CORPORATION_LIMITED,452,Car_Maruti_Brezza_VDI_2018_D_MT
5179,Astor_motor,1634,eRickshaw_Astor motor_Navy GPT trails_Default_2024_EV_AT
2595,la5.ic,707,Bike_Honda_Activa 5G_Default_2018_P_MT
7730,Milo_mobility,1912,Car_Maruti_Wagonr_Default_2024_P_MT
8167,Niranjan_Billing,1604,BMS_Neuron_51.2V 30Ah_LPF_2024_EV_AT
5026,Maverick_Motors,1307,Bike_Suzuki_Access_Default_2023_P_AT
2818,MBSI_PVT_LTD,1467,Bike_Yamaha_MT 15_Default_2023_P_AT
3902,EVM_secondarydevice,1397,Car_MG_Hector_Default_2020_P_AT
4588,Neuron,1604,BMS_Neuron_51.2V 30Ah_LPF_2024_EV_AT
2541,Upgrid_Mobility,1203,BMS_Livguard_48V_V2_2022_EV_AT
4428,IntelliOne,1570,VFD_INVT_GD200A_Kirloskar_2024_EV_AT
2595,la5.ic,1446,Bike_Honda_CB 200X_Default_2023_P_MT
3451,LA5.IC.OPS,752,eRickshaw_Omega_Seiki rage+_Default_2021_EV_AT
2818,MBSI_PVT_LTD,1182,eBike_BGauss_D15i_Default_2022_EV_AT
1843,ORIX.IC,779,Car_Maruti_Baleno_Default_2021_P_MT
1896,PPSFord,1788,Car_BYD_BYD EMax_Default_2024_EV_AT
7506,Rentelo,1324,Car_Maruti_Swift_Default_2022_P_MT
2595,la5.ic,1912,Car_Maruti_Wagonr_Default_2024_P_MT
2595,la5.ic,1213,Car_Mahindra_Bolero_Default_2021_D_MT
3809,Madikeri_Police,961,Car_Mahindra_Bolero_Default_2021_P_MT
3664,Vgoocars,692,Car_Maruti_Brezza_ZXI_2021_P_AT
314,AshokLeyland,1533,Truck_Ashok Leyland_4220_Default_2023_D_MT
5855,demo.hero,291,Bike_Hero_Maestro Edge_Default_2018_P_MT
2595,la5.ic,1578,BMS_Inverted_48V_SuperPower_Default_2024_EV_AT
2595,la5.ic,1247,Bike_Suzuki_Access_Default_2017_P_AT
3758,Likraft,1681,BMS_Likraft_60V 36Ah LFP_JBD250_2024_EV_AT
28480,ORIX_CORPORATION_LIMITED,151,Car_Toyota_Fortuner_Default_2017_D_MT
3060,BikeBazaar,2084,eBike_E-Sprinto_High Speed_SunMobility Battery_2025_EV_AT
3620,blrtrafficpolice,961,Car_Mahindra_Bolero_Default_2021_P_MT
3154,BLR_POLICE_HOYSALAS,936,Car_Mahindra_Bolero_Default_2019_D_MT
3902,EVM_secondarydevice,1408,Car_Datsun_Redi Go_Default_2019_P_MT
2595,la5.ic,1893,BMS_Likraft_51.2V 100Ah LFP_JBD 500_2023_EV_AT
3015,MBSI_LA5,114,Bike_Royal Enfield_Bullet 350_Default_2017_P_MT
2818,MBSI_PVT_LTD,1315,Bike_Royal Enfield_Meteor 350 steller_Default_2023_P_MT
3120,Inverted_energy,1545,BMS_CLN Energy_52 V_51.2V 105 Ah_2024_EV_AT
2453,EVMGroup,1316,Bike_Royal Enfield_Hunter _350_2023_P_MT
3902,EVM_secondarydevice,542,Car_Volkswagen_Polo_Default_2019_P_MT
4356,examinationvehicles_BCP,1265,Truck_Eicher_Pro 2110_Pro_2023_D_MT
3664,Vgoocars,979,Car_Toyota_Innova Crysta_GX 7 STR_2021_D_MT
5856,YukiElectrical,1735,BMS_YukiElectrical_51.2V100AH_JBD500_2024_EV_AT
3253,BuyMyEV,1221,eBike_BuyMyEV_SF_Default_2023_EV_AT
2520,Greendrive,1451,eBike_Quantum_Bziness_Trontek BMS_2023_EV_AT
2595,la5.ic,2015,BMS_BharatCell_52V_105ah_JBD500_BSV3_2025_EV_AT
3516,LA5.IC.HARDWARE,1125,BMS_Battery_TEST_Default_2021_EV_AT
3620,blrtrafficpolice,1424,Bike_TVS_Apache_RTR180_2023_P_AT
2595,la5.ic,1139,BMS_Sanvaru_Battery_Default_2022_EV_AT
2595,la5.ic,1326,Bike_Bounce_Infinity_Default_2023_EV_AT
2595,la5.ic,1484,BMS_iPower_iPower_Daly 500_2023_EV_AT
3057,Oculus,1135,eRickshaw_Oculus_MI7_Default_2021_EV_AT
2595,la5.ic,1999,BMS_Thukral electric_73 V 206AH_Daly 250_2025_EV_AT
3326,Trontek,1406,BMS_Trontek_64V_32Ah 20S_2023_EV_AT
7,Krishniah Chetty and Sons,1375,Bike_Honda_Activa_Default_2023_P_AT
2595,la5.ic,1447,BMS_Greentiger_52V_Default_2023_EV_AT
3451,LA5.IC.OPS,690,BMS_iPower_iPower_Default_2020_EV_AT
2818,MBSI_PVT_LTD,174,Bike_Yamaha_Fz_Default_2017_P_MT
3653,Noori_Travels,1218,Car_Toyota_Innova Hycross_Default_2022_D_AT
138,zoomcar,777,Car_Maruti_Swift_Zxi +_2018_P_MT
3633,Eastman,1842,BMS_Eastman_51.2V 150Ah_JBD 250 200Amp_2025_EV_AT
3902,EVM_secondarydevice,1512,Car_Tata_Nexon_Default_2024_EV_AT
2595,la5.ic,828,Car_Maruti_Ciaz_Zxi_2018_P_AMT
165,RoyalBrothers,1311,Bike_Suzuki_Gixxer 150_Default_2023_P_AT
3854,VVIP_Police,216,Car_Maruti_Eeco_Default_2017_P_MT
5028,CLN_Energy,1594,BMS_CLN Energy_60.8 V_60.8V 100 Ah _2024_EV_AT
3902,EVM_secondarydevice,1338,Car_Mahindra_Thar_Default_2022_D_AT
2595,la5.ic,1113,Car_Tata_Xpress -T_Default_2021_EV_AT
3015,MBSI_LA5,650,Bike_Hero_PLEASURE+_Default_2020_P_AT
3677,Smrtiacademy,36,Bus_Eicher_Bus_Default_2017_D_MT
6800,Antler_Akash,2061,BMS_Antler Akash_60.8V30AH_JBD500_2025_EV_AT
2595,la5.ic,1338,Car_Mahindra_Thar_Default_2022_D_AT
3015,MBSI_LA5,1307,Bike_Suzuki_Access_Default_2023_P_AT
4056,MoveInSync,1512,Car_Tata_Nexon_Default_2024_EV_AT
3157,Perpetuity_Capital,669,eRickshaw_Etrio_TOURO MAX_Default_2020_EV_AT
6170,Quick_Ride,1254,Car_Tata_Tigor_Xpress T Ziptron_2023_EV_AT
3425,ScooEV_Sigrid,1137,eBike_HEROelectric_NYX e5_HX_2022_EV_AT
4059,Demo_2W,1182,eBike_BGauss_D15i_Default_2022_EV_AT
2595,la5.ic,723,Car_Mahindra_Scorpio_Default_2019_D_MT
2595,la5.ic,1196,BMS_Trontek_51V_Default_2022_EV_AT
4015,Battrixx,1766,BMS_Battrixx_Dally_Superpower_48v_2024_EV_AT
3120,Inverted_energy,1329,BMS_CLN Energy_52 V_51.2V 100Ah_2023_EV_AT
2595,la5.ic,777,Car_Maruti_Swift_Zxi +_2018_P_MT
2595,la5.ic,1643,eBike_Gemopai_Ryder_Low Speed _2024_EV_AT
2595,la5.ic,70,Bike_KTM_Duke 390_Default_2017_P_MT
2818,MBSI_PVT_LTD,1435,Bike_Yamaha_Ray ZR 125_Default_2023_P_AT
3157,Perpetuity_Capital,134,Truck_Tata_Ace_Default_2017_D_MT
3339,SHGGreentech,1125,BMS_Battery_TEST_Default_2021_EV_AT
3902,EVM_secondarydevice,1940,Car_Toyota_Taisor_Default_2025_P_AT
2938,FAE_Bikes,1298,eBike_Jitendra_JET _Default_2023_EV_AT
2595,la5.ic,1107,Bike_Yamaha_Aerox 155_Default_2021_P_MT
2595,la5.ic,1262,Truck_Ashok Leyland_2820 HG_Default_2022_D_MT
3826,lithium,1254,Car_Tata_Tigor_Xpress T Ziptron_2023_EV_AT
5026,Maverick_Motors,1316,Bike_Royal Enfield_Hunter _350_2023_P_MT
1843,ORIX.IC,1519,Car_Maruti_INVICTO_Default_2024_P_AT
