GroupID,GroupName,ModelId,ModelName
3031,Turno,1071,eRickshaw_Altigreen_NEEV HD_EV_2021_EV_AT
3093,Greaves_3W_MLR_Auto,1590,eRickshaw_MLR Auto_Eltra_PV_SEG+Exicom_2024_EV_AT
2595,la5.ic,895,Car_Maruti_Brezza_Default_2020_P_MT
2818,MBSI_PVT_LTD,1752,eRickshaw_Euler_HiLoad_AT_2024_EV_AT
2818,MBSI_PVT_LTD,1320,Bike_Yamaha_Fz_Default_2023_P_MT
3653,Noori_Travels,1395,Car_Maruti_Dzire_Default_2023_D_MT
3781,bb2_inverted,1149,BMS_Inverted_48V_V1_2022_EV_AT
2365,DeviceManagement,1918,BMS_Inverted_48V_SuperPower_SOC Display(DEV059) _2025_EV_AT
5146,ElectrifiMobility,1273,eBike_Quantum_Bziness_EV_2023_EV_AT
1979,eTrio,1318,eRickshaw_Etrio_TOURO MAX_Default_2023_EV_AT
3902,EVM_secondarydevice,1400,Car_Nissan_Micra_Default_2019_P_AT
2595,la5.ic,1590,eRickshaw_MLR Auto_Eltra_PV_SEG+Exicom_2024_EV_AT
28480,ORIX_CORPORATION_LIMITED,85,Car_Maruti_Baleno_Default_2017_D_MT
5101,Amararaja,1614,BMS_Amararaja_BS-500_52V_2024_EV_AT
5909,LAF_International_Deployment,1199,BMS_Biliti_52V_Default_2022_EV_AT
2818,MBSI_PVT_LTD,1522,Bike_Honda_CB Hornet 160R_Default_2024_P_MT
5855,demo.hero,114,Bike_Royal Enfield_Bullet 350_Default_2017_P_MT
2595,la5.ic,1199,BMS_Biliti_52V_Default_2022_EV_AT
2595,la5.ic,840,Car_Renault_Triber_Default_2020_P_MT
3653,Noori_Travels,1282,Car_Honda_Amaze_Default_2020_P_MT
398,tork,1093,eBike_TORK_Kratos_Default_2021_EV_AT
2595,la5.ic,1249,Bike_TVS_JUPITER_Default_2020_P_AT
2595,la5.ic,1461,eBike_Kinetic Green_2W_Default_2022_EV_AT
3901,Quantum,1273,eBike_Quantum_Bziness_EV_2023_EV_AT
9215,Racenergy,1125,BMS_Battery_TEST_Default_2021_EV_AT
5092,surja_automotives,1613,eRickshaw_Surja automotives_DHEERA_51.2V_2024_EV_AT
3326,Trontek,1684,BMS_Trontek_51.2v45ah_Zypp_Trontek_2024_EV_AT
3633,Eastman,2062,BMS_Eastman_51V105 Ah_JBD 250_2025_EV_AT
3902,EVM_secondarydevice,1341,Car_Volkswagen_Polo_Default_2020_P_AT
3826,lithium,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
1843,ORIX.IC,1530,Car_Maruti_Dzire_Default_2022_P_MT
3677,Smrtiacademy,553,Tata ace_Tata_Tata Ace_Default_2018_EV_AT
3664,Vgoocars,490,Car_Maruti_Wagonr_VXI_2019_P_AMT
2595,la5.ic,1066,Car_Toyota_Glanza_Default_2021_P_AT
3902,EVM_secondarydevice,1358,Car_Skoda_Rapid_Default_2020_P_MT
3902,EVM_secondarydevice,1363,Car_Volkswagen_Vento_Default_2018_D_AT
2595,la5.ic,90,Car_Maruti_Eeco_Default_2017_D_MT
3901,Quantum,1683,eBike_Quantum_Jinka_250_Bziness Pro_2024_EV_AT
3633,Eastman,1952,BMS_Eastman_51V 105Ah P JI_JBD 250_2025_EV_AT
2023,Greenfuel,1812,BMS_Greenfuel_GF10_SP500_2025_EV_AT
3120,Inverted_energy,1832,BMS_Inverted_51V105AH_JBD 500_2024_EV_AT
3015,MBSI_LA5,1122,Bike_Yamaha_MT 15_Default_2021_P_MT
2818,MBSI_PVT_LTD,1267,Bike_Aprilia_SR 160_Default_2023_P_AT
4750,One_World_Mobility,1838,eBike_BGauss_ C12 I MAX_Default_2025_EV_AT
165,RoyalBrothers,1729,Bike_Kawasaki_Ninja 300_Default_2024_P_MT
4015,Battrixx,1976,BMS_Battrixx_51.2V 105ah_BS V3_2025_EV_AT
3919,Charzer,1110,Car_BYD E6_BYD E6_Default_2021_EV_AMT
4410,EOLTest_Pass_2024,1786,Car_Tata_Xpress -T_Ziptron_2024_EV_AT
4748,super_mexx,2087,BMS_Supermexx_51.2V105AH_JBD500_2025_EV_AT
4268,Epitome_energy,1831,BMS_Epitome energy_51.2V45AH_Superpower_2025_EV_AT
3120,Inverted_energy,2093,BMS_Inverted_51V 132Ah_ SuperPowerBMS_2025_EV_AT
3633,Eastman,1626,BMS_Eastman_ EM LFP S 51105 G_Webber 500 CAN_2024_EV_AT
4178,Greentiger,1447,BMS_Greentiger_52V_Default_2023_EV_AT
2595,la5.ic,1495,BMS_Livguard_BMS_WK_16S_LFP_48V_60A_V4_2023_EV_AT
2818,MBSI_PVT_LTD,1333,Bike_TVS_Apache_RTR160_2023_P_AT
4357,TaSki,1254,Car_Tata_Tigor_Xpress T Ziptron_2023_EV_AT
3902,EVM_secondarydevice,1600,Car_Kia_Sonet_Default_2024_P_AT
3902,EVM_secondarydevice,1410,Car_Datsun_Redi Go_Default_2019_P_AT
7213,JFL_Dominos,1123,Bike_Hero_HF-Deluxe_Default_2021_P_MT
3326,Trontek,1992,BMS_Trontek_51V105Ah_DEV062_REV1.3 Akasa_2025_EV_AT
5293,BS_Devices_Simsterminated,1376,BMS_Livguard_BMS_White_Knight_14S_48V_60A_V4_2023_EV_-
4428,IntelliOne,1571,VFD_INVT_GD200A_Kohinoor_2024_EV_AT
2333,Kineticgreen,472,eRickshaw_Kinetic_Safar_Default_2018_EV_AT
2595,la5.ic,116,Bike_Royal Enfield_Classic 350_Default_2017_P_MT
2595,la5.ic,703,Lithium Ion (LFP51160E)_Okaya Power Group_LF80-73103_48V, 160Ah_2021_EV_AT
1717,IndusGo,929,Car_Maruti_Swift_Default_2021_P_MT
9531,Luminous,1700,BMS_Akira_51.2 V 100 AH_JBD 500_2024_EV_AT
2370,Mooving,686,BMS_Livguard_48V_V1_2020_EV_AT
2818,MBSI_PVT_LTD,1473,Bike_Suzuki_VStrom_SX 250_2022_P_MT
3653,Noori_Travels,1972,Car_Maruti_INVICTO_Default_2024_D_MT
7506,Rentelo,779,Car_Maruti_Baleno_Default_2021_P_MT
3516,LA5.IC.HARDWARE,1376,BMS_Livguard_48V_V4_2023_EV_AT
5293,BS_Devices_Simsterminated,1454,BMS_Stefen_48V-Superpower_Default_2023_EV_AT
2457,IndusGo_SecondaryDevice,490,Car_Maruti_Wagonr_VXI_2019_P_AMT
2494,JioBP_Delhi,1073,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT
2595,la5.ic,922,Car_Mahindra_Bolero_CBCPS 1.5T BS4_2018_D_MT
3326,Trontek,1813,BMS_Trontek_51V105Ah_Trontek_REV 1.3 DEV062_2024_EV_AT
2453,EVMGroup,199,Bike_Hero_Splendor_Default_2018_P_MT
3711,lio,1125,BMS_Battery_TEST_Default_2021_EV_AT
2208,Livguard,2051,BMS_Greenfuel_GF12_51.2V_200Ah_Daly500_2025_EV_AT
3015,MBSI_LA5,1247,Bike_Suzuki_Access_Default_2017_P_AT
3015,MBSI_LA5,1374,Bike_Honda_Dio_Default_2023_P_AT
2818,MBSI_PVT_LTD,1141,Bike_Suzuki_Gixxer 250_Default_2021_P_MT
3653,Noori_Travels,198,Car_Mahindra_Verito_Default_2017_D_MT
6610,AVERA,1810,eBike_Avera_Retrosa II_TFT_2024_EV_AT
9027,BharatCell,2100,BMS_BharatCell_52V_100AH_JBD500_BSV3_2025_EV_AT
3093,Greaves_3W_MLR_Auto,1236,eRickshaw_MLR Auto_ePRO_City_Tork+Amaron_2022_EV_AT
3451,LA5.IC.OPS,1152,BMS_Stefen_48V_Default_2022_EV_AT
5571,shizenenergy,1705,BMS_Shizenenergy_48.1V 106Ah_JBD 21S 300A_2024_EV_AT
4291,SNM_Cabs,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
5457,SygnusElectrik,2029,BMS_Sygnus Electrik_JBD 500K_51.2V 120Ah LFP_2025_EV_AT
3620,blrtrafficpolice,1460,Car_Maruti_Ertiga_Default_2023_CNG_MT
4428,IntelliOne,1295,VFD_Crompton Greaves_VSR48-024 20CEB_Default_2022_EV_AT
2595,la5.ic,1775,Bike_Royal Enfield_Bear 650_Default_2024_P_MT
4092,micronix,1827,BMS_micronix_72v 45ah_JBD 500_2025_EV_AT
2770,MUPL,1673,eBike_Quantum_Bziness_500_Bziness XP_2024_EV_AT
1843,ORIX.IC,1876,Car_Maruti_Ciaz_Default_2024_P_MT
2365,DeviceManagement,1246,BMS_Lithion_Battery_48V_2022_EV_AT
3902,EVM_secondarydevice,1347,Car_Datsun_Redi Go_Default_2021_P_AT
4085,KHT_agencies,1288,Minitruck_Tata_INTRA V30 BS6_BS6_2023_EV_AT
2595,la5.ic,1463,BMS_Trontek_51V_Battery Smart 500K Protocol_2023_EV_AT
2818,MBSI_PVT_LTD,1678,Bike_Royal Enfield_Mavrick 440_Default_2024_P_MT
2929,shivatest.ic,1206,Car_Tata_Xpress -T_Electra_2022_EV_AT
3963,Tata_Demo,1265,Truck_Eicher_Pro 2110_Pro_2023_D_MT
2595,la5.ic,1214,Car_Maruti_Ertiga_ZXI_2020_D_MT
4155,PointO,1977,BMS_Inverted_51v100AH_JBD500_2024_EV_AT
2541,Upgrid_Mobility,1894,BMS_Akira_51.2V 45AH_BS V3_2025_EV_AT
2453,EVMGroup,850,Bike_Honda_Activa_6G_2020_P_MT
2541,Upgrid_Mobility,1376,BMS_Livguard_BMS White Knight 14S_48V_60A_V4_2023_EV_No Data
3620,blrtrafficpolice,514,Bike_TVS_Apache_RR310_2018_P_MT
8990,Carrum_Mobility,1245,Car_MG_zs EV_Exclusive_2022_EV_AT
2818,MBSI_PVT_LTD,19,Bike_Bajaj_Pulsar 150_Default_2017_P_MT
3326,Trontek,2041,BMS_Trontek_51.2v45ah_BS-TK_2024_EV_AT
3024,ZyppElectric,1919,BMS_Trontek_51V105Ah_BS V3 _2025_EV_AT
2595,la5.ic,1289,eBike_BGauss_C12_Default_2022_EV_AT
2208,Livguard,1203,BMS_Livguard_48V_V2_2022_EV_AT
3901,Quantum,2059,eBike_Quantum_Milan_500_Default_2025_EV_AT
165,RoyalBrothers,1750,Bike_Honda_Activa 6G_Default_2024_P_AT
4015,Battrixx,2036,BMS_Battrixx_51.2V 105ah_B-BS-SOC_2025_EV_AT
3060,BikeBazaar,1845,eBike_Bounce_Infinity_sun mobility _2025_EV_AT
2595,la5.ic,543,Bike_Honda_Pleasure_Default_2019_P_AT
2595,la5.ic,759,Car_Tata_Tiago_Default_2020_P_MT
2595,la5.ic,1548,Bike_Yamaha_MT 03_Default_2024_P_MT
2595,la5.ic,1094,eBike_TORK_Kratos R_Default_2021_EV_AT
2818,MBSI_PVT_LTD,1298,eBike_Jitendra_JET _Default_2023_EV_AT
1843,ORIX.IC,943,Car_Maruti_Brezza_Default_2020_D_MT
7751,Akasa,1890,BMS_iPower_51.2V  100Ah_JBD 500_2025_EV_AT
104,KTPL,402,Truck_Mahindra_MN 25_Default_2013_D_MT
4227,Moove,1459,Car_Maruti_Wagonr_Default_2023_CNG_MT
3653,Noori_Travels,978,Car_Toyota_Innova Crysta_Default_2021_P_MT
5571,shizenenergy,2088,BMS_Shizenenergy_74V/100AH_JBD 500_2025_EV_AT
5146,ElectrifiMobility,1752,eRickshaw_Euler_HiLoad_AT_2024_EV_AT
2453,EVMGroup,1334,Bike_Hero_Xpulse_200_2023_P_AT
4247,HMC,1736,BMS_iPower_51.2V  100Ah_Daly 250_2024_EV_AT
7213,JFL_Dominos,2045,Bike_TVS_Sports_Default_2025_P_MT
2818,MBSI_PVT_LTD,1375,Bike_Honda_Activa_Default_2023_P_AT
2541,Upgrid_Mobility,2051,BMS_Greenfuel_GF12_51.2V_200Ah_Daly500_2025_EV_AT
3902,EVM_secondarydevice,1368,Car_Nissan_Micra_Default_2018_P_MT
2595,la5.ic,779,Car_Maruti_Baleno_Default_2021_P_MT
2595,la5.ic,1403,Car_MG_Hector_Default_2021_P_AT
1843,ORIX.IC,688,Car_Maruti_Swift_VXI_2020_P_MT
2541,Upgrid_Mobility,539,BMS_Greenfuel_48V_V1_2019_EV_AT
1822,Amplus,1616,Mini Bus_Higer_H5C_Default_2024_EV_AT
2520,Greendrive,752,eRickshaw_Omega_Seiki rage+_Default_2021_EV_AT
3623,Greenifit,1379,eBike_RunR_Mec HS_Default_2023_EV_AT
2595,la5.ic,1313,BMS_Cygni_Cygni_52V_2023_EV_AT
6583,YC_Electric,1513,E-Cargo_Zen_ZEN MICROPOD_Default_2024_EV_AT
7751,Akasa,1329,BMS_CLN Energy_52 V_51.2V 100Ah_2023_EV_AT
2457,IndusGo_SecondaryDevice,692,Car_Maruti_Brezza_ZXI_2021_P_AT
2595,la5.ic,1597,eBike_Gogoro_GX250_PUX_2024_EV_AT
3809,Madikeri_Police,229,Car_Tata_Sumo_Default_2016_D_MT
2595,la5.ic,1374,Bike_Honda_Dio_Default_2023_P_AT
2595,la5.ic,1254,Car_Tata_Tigor_Xpress T Ziptron_2023_EV_AT
2595,la5.ic,1760,BMS_Eastman_64V-150AH_JBD 21S/200A_2024_EV_AT
2541,Upgrid_Mobility,1831,BMS_Epitome energy_51.2V45AH_Superpower_2025_EV_AT
3620,blrtrafficpolice,216,Car_Maruti_Eeco_Default_2017_P_MT
2595,la5.ic,1969,Forklift_Jupiter electric mobility _Ganymede_MHE_2025_EV_AT
2770,MUPL,1444,Tata ace_Tata_Tata Ace_EV_2023_EV_AT
7293,Tamarind_Global,151,Car_Toyota_Fortuner_Default_2017_D_MT
3326,Trontek,1463,BMS_Trontek_51V_Battery Smart 500K Protocol_2023_EV_AT
5856,YukiElectrical,1302,BMS_Yukinova_60V_Default_2023_EV_AT
3024,ZyppElectric,252,eBike_HEROelectric_NYX e5_Default_2018_EV_AT
5855,demo.hero,649,Bike_Hero_DESTINI 125_Default_2020_P_AT
5855,demo.hero,1118,Bike_Honda_Activa_5G_2021_P_AT
3633,Eastman,1909,BMS_Eastman_51V105Ah (P)_JBD 16S 80A_2025_EV_AT
3902,EVM_secondarydevice,1489,Car_Maruti_Jimny_Default_2023_P_MT
3902,EVM_secondarydevice,516,Car_Nissan_Kicks_Default_2019_P_MT
4428,IntelliOne,1539,VFD_INVT_GD200A_Mahindra_2023_EV_AT
2595,la5.ic,563,eBike_HEROelectric_Optima_Power_2019_EV_AT
2595,la5.ic,1790,BMS_Eastman_51V105 Ah_JBD 16S 60A_2024_EV_AT
6717,caryaire,1853,BMS_caryaire_73.6V 300Ah_JBD 500_2025_EV_AT
2595,la5.ic,1467,Bike_Yamaha_MT 15_Default_2023_P_AT
3809,Madikeri_Police,741,Car_Toyota_Innova_G_2016_D_MT
3809,Madikeri_Police,136,Bus_Tata_Bus_Default_2017_D_MT
3868,Metafin,1527,VFD_INVT_GD200A_Field Marshal_2023_EV_AT
3653,Noori_Travels,979,Car_Toyota_Innova Crysta_GX 7 STR_2021_D_MT
165,RoyalBrothers,1267,Bike_Aprilia_SR 160_Default_2023_P_AT
2595,la5.ic,692,Car_Maruti_Brezza_ZXI_2021_P_AT
2595,la5.ic,1377,Bike_Honda_activa 125_Default_2022_P_AT
2595,la5.ic,1512,Car_Tata_Nexon_Default_2024_EV_AT
2595,la5.ic,285,Truck_Eicher_30.25XP_Default_2018_D_MT
3157,Perpetuity_Capital,1095,Car_Maruti_ECCO_Default_2019_CNG_MT
7293,Tamarind_Global,1959,Car_Force_Urbania_Default_2025_D_MT
6842,WHIZ_Electric,1551,eRickshaw_Bajaj_Maxima_Cargo_2024_EV_AT
2595,la5.ic,1607,Truck_Propel_E-Truck_Default_2024_EV_AT
2595,la5.ic,1700,BMS_Akira_51.2 V 100 AH_JBD 500_2024_EV_AT
3516,LA5.IC.HARDWARE,1151,eBike_BuyMyEV_E-Kicks_Ver 2_2022_EV_MT
2937,Lohum,1509,BMS_Lohum_50V_BS250_2023_EV_AT
7730,Milo_mobility,1786,Car_Tata_Xpress -T_Ziptron_2024_EV_AT
2365,DeviceManagement,754,eRickshaw_Mahindra_Treo_Zor_2021_EV_AT
3902,EVM_secondarydevice,1348,Car_Skoda_KUSHAQ_Default_2021_P_AT
2595,la5.ic,1740,Bike_Yamaha_crux_Default_2023_P_MT
3015,MBSI_LA5,1309,Bike_Bajaj_Avenger Cruise 220_Default_2023_P_MT
4227,Moove,1387,Car_Maruti_Wagonr_Default_2022_CNG_MT
28480,ORIX_CORPORATION_LIMITED,462,Car_Toyota_Innova Crysta_Default_2018_D_MT
3326,Trontek,2017,BMS_Trontek_64V132AH_Default_2025_EV_AT
3033,vidyuttech_API,1073,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT
4991,Ambit_batteries,2024,BMS_Ambit_51.2V 150Ah_JBD 500_2025_EV_AT
4169,Bounce_EV,1926,eBike_Bounce_Infinity_Sun Mobility - Relay - e1+x_2025_EV_AT
4428,IntelliOne,1558,VFD_Crompton Greaves_VSR48-024 20CEB_Eicher_2023_EV_AT
2595,la5.ic,1751,Bike_Bajaj_Pulsar N 150_Default_2024_P_MT
8167,Niranjan_Billing,1679,eRickshaw_ADM_Electroride_Default_2024_EV_AT
3157,Perpetuity_Capital,1073,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2021_EV_AT
2595,la5.ic,448,Bike_Royal Enfield_Interceptor 650_Default_2018_P_MT
2595,la5.ic,1765,BMS_Likraft_51.2V 100Ah LFP_JBD 250_2024_EV_AT
2595,la5.ic,1774,BMS_Epitome energy_51.2V45AH_Superpower_2024_EV_AT
5026,Maverick_Motors,1585,Bike_Royal Enfield_Himalayan 452_Default_2024_P_MT
4073,ACP_law_and_order,1213,Car_Mahindra_Bolero_Default_2021_D_MT
2595,la5.ic,1341,Car_Volkswagen_Polo_Default_2020_P_AT
2595,la5.ic,930,Car_Maruti_Swift_Default_2019_P_MT
2595,la5.ic,1595,eBike_Ampere_Magnus_MC 100_2024_EV_AT
4227,Moove,1912,Car_Maruti_Wagonr_Default_2024_P_MT
3223,MTA_emobility,1089,eRickshaw_Euler_HiLoad_AT_2021_EV_AT
165,RoyalBrothers,1334,Bike_Hero_Xpulse_200_2023_P_AT
3093,Greaves_3W_MLR_Auto,203,Vehicle_Vehicle_Vehicle_Default_2017_D_MT
2595,la5.ic,815,Car_Isuzu_MUX_Default_2019_D_AT
2595,la5.ic,974,Auto_Bajaj_Maxima_Default_2020_D_MT
3758,Likraft,1691,BMS_Likraft_60V 100Ah LFP_JBD250_2024_EV_AT
7506,Rentelo,1609,Car_Maruti_Fronx_Delta_2023_P_MT
5792,Sundaram_Finance_Demo,1338,Car_Mahindra_Thar_Default_2022_D_AT
2541,Upgrid_Mobility,1578,BMS_Inverted_48V_SuperPower_Default_2024_EV_AT
4315,DriveO,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
4247,HMC,1436,eRickshaw_Hero_R&D_Default_2023_EV_AT
7751,Akasa,2015,BMS_BharatCell_52V_105ah_JBD500_BSV3_2025_EV_AT
2326,EEE_TAXI,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
2595,la5.ic,669,eRickshaw_Etrio_TOURO MAX_Default_2020_EV_AT
4222,Sparrow_Mobility,1387,Car_Maruti_Wagonr_Default_2022_CNG_MT
3919,Charzer,1113,Car_Tata_Xpress -T_Default_2021_EV_AT
1979,eTrio,668,Etrio_Etrio_TOURO MAX_Default_2020_EV_AT
5512,Exicom,1690,BMS_Exicom_NEO_105_48V - BS_2025_EV_AT
4428,IntelliOne,1538,VFD_INVT_GD200A_Suraj_2023_EV_AT
2595,la5.ic,1102,Car_Skoda_KUSHAQ_Default_2020_D_AT
2595,la5.ic,1198,eRickshaw_Mayuri_Mayuri_Default_2022_EV_MT
1843,ORIX.IC,546,Car_Hyundai_VENUE _Default_2019_D_MT
3425,ScooEV_Sigrid,1273,eBike_Quantum_Bziness_EV_2023_EV_AT
5146,ElectrifiMobility,1845,eBike_Bounce_Infinity_sun mobility _2025_EV_AT
165,RoyalBrothers,1522,Bike_Honda_CB Hornet 160R_Default_2024_P_MT
4546,Stride,1289,eBike_BGauss_C12_Default_2022_EV_AT
2541,Upgrid_Mobility,1381,BMS_Inverted_51.6V_Inverted_JBD_2023_EV_AT
2541,Upgrid_Mobility,1562,BMS_Trontek_61V105Ah_trontek BMS - Rev1.1 500K_2024_EV_AT
3051,virya_mobility,1551,eRickshaw_Bajaj_Maxima_Cargo_2024_EV_AT
3633,Eastman,1911,BMS_Eastman_51.2V 150AH H_ElectricFuel 500_2025_EV_AT
3902,EVM_secondarydevice,2027,Car_Maruti_Dzire_Default_2025_P_AT
2595,la5.ic,1119,Bike_Honda_CB 200X_Default_2021_P_MT
2595,la5.ic,1221,eBike_BuyMyEV_SF_Default_2023_EV_AT
3015,MBSI_LA5,1317,Bike_Royal Enfield_Classic 350_Default_2023_P_MT
3653,Noori_Travels,1324,Car_Maruti_Swift_Default_2022_P_MT
2495,DMT,1245,Car_MG_zs EV_Exclusive_2022_EV_AT
4268,Epitome_energy,2101,BMS_Epitome energy_51.2V105AH_BS-EP-SOC_2025_EV_AT
2818,MBSI_PVT_LTD,1113,Car_Tata_Xpress -T_Default_2021_EV_AT
3901,Quantum,1644,eBike_Quantum_Bziness_500_Bziness X_2024_EV_AT
4586,Avas,1383,eRickshaw_Piaggio_Ape E-Xtra FX_EV_2023_EV_AT
3429,Highflow_Industries,2092,BMS_Highflow_51.2V 105Ah_JBD _2025_EV_AT
1717,IndusGo,490,Car_Maruti_Wagonr_VXI_2019_P_AMT
4428,IntelliOne,1565,VFD_Crompton Greaves_VSX48-032 20CEB_Fieldmarshal_2023_EV_AT
2595,la5.ic,1663,BMS_Eastman_EM LFP S 51105 H_JBD CAN 250_2024_EV_AT
4155,PointO,1381,BMS_Inverted_51.6V_Inverted_JBD_2023_EV_AT
2023,Greenfuel,1496,BMS_Greenfuel_GF2_51.2V_2023_EV_AT
3120,Inverted_energy,1939,BMS_Inverted_51V105AH_BSv3_2025_EV_AT
2595,la5.ic,1480,eBike_Aventose_S110_Default_2023_EV_AT
3516,LA5.IC.HARDWARE,1182,eBike_BGauss_D15i_Default_2022_EV_AT
3013,Rideriver,1898,eBike_Rideriver_Gen1_indie_2022_EV_AT
5571,shizenenergy,2089,BMS_Shizenenergy_74V/150AH_JBD 500_2025_EV_AT
4546,Stride,1838,eBike_BGauss_ C12 I MAX_Default_2025_EV_AT
2453,EVMGroup,1317,Bike_Royal Enfield_Classic 350_Default_2023_P_MT
3230,Blusmart,1563,Car_Tata_Xpres-T_Ziptron_2024_EV_AT
1717,IndusGo,2065,Car_Maruti_Wagonr_Default_2025_CNGP_MT
2541,Upgrid_Mobility,1903,BMS_iPower_51.2V  45Ah_SOC_Dev59_2025_EV_AT
4356,examinationvehicles_BCP,9,Truck_Ashok Leyland_Truck_Default_2017_D_MT
1717,IndusGo,782,Car_Maruti_Baleno_Default_2020_P_MT
7751,Akasa,1790,BMS_Eastman_51V105 Ah_JBD 16S 60A_2024_EV_AT
4020,alt_mobility,1501,eBike_Quantum_Bziness_MCU 250K_2023_EV_AT
295,HWY Rider,1469,Bike_Harley Davidson_X 400_Default_2022_P_MT
4428,IntelliOne,1292,VFD_Crompton Greaves_VSX48-032 20CEB_Default_2022_EV_AT
2595,la5.ic,1320,Bike_Yamaha_Fz_Default_2023_P_MT
2595,la5.ic,1690,BMS_Exicom_48V - BS_Demo_2024_EV_AT
2595,la5.ic,1408,Car_Datsun_Redi Go_Default_2019_P_MT
4174,New_Pandian_Travels,1786,Car_Tata_Xpress -T_Ziptron_2024_EV_AT
3157,Perpetuity_Capital,39,Car_Force_TT_Default_2017_D_MT
4012,Ipower,1891,BMS_iPower_51.2V105Ah_Daly 250_2025_EV_AT
2595,la5.ic,1108,Car_Volkswagen_Tiguan_Default_2021_P_MT
2512,Livguard_Ver2,1495,BMS_Livguard_BMS_WK_16S_LFP_48V_60A_V4_2023_EV_AT
3826,lithium,1206,Car_Tata_Xpress -T_Electra_2022_EV_AT
4329,Maple_Rides,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
3919,Charzer,1254,Car_Tata_Tigor_Xpress T Ziptron_2023_EV_AT
3653,Noori_Travels,1876,Car_Maruti_Ciaz_Default_2024_P_MT
2541,Upgrid_Mobility,1250,BMS_Stefen_48V_4G-250Kbps_2023_EV_AT
2418,bgauss,1515,eBike_BGauss_C12_i Max_2024_EV_AT
4085,KHT_agencies,1181,Car_Tata_Xpress -T_Ziptron_2022_EV_AT
3901,Quantum,1463,BMS_Trontek_51V_Battery Smart 500K Protocol_2023_EV_AT
5571,shizenenergy,1764,BMS_Shizenenergy_74V 120Ah_JBD 21S 300A_2024_EV_AT
9027,BharatCell,2015,BMS_BharatCell_52V_105ah_JBD500_BSV3_2025_EV_AT
3633,Eastman,1987,BMS_Eastman_51V 105Ah P JCI_JBD16S/80A_2025_EV_AT
2595,la5.ic,1584,BMS_Eastman_EM LFP S 51105 N_Webber 500 CAN_2024_EV_AT
3516,LA5.IC.HARDWARE,947,Car_Honda_Jazz_Default_2019_P_MT
2484,Magenta,1444,Tata ace_Tata_Tata Ace_EV_2023_EV_AT
4350,PoliceInspectors_law_order,1460,Car_Maruti_Ertiga_Default_2023_CNG_MT
165,RoyalBrothers,1469,Bike_Harley Davidson_X 400_Default_2022_P_MT
2862,E_ChargeUp,1832,BMS_Inverted_51V105AH_JBD 500_2024_EV_AT
3093,Greaves_3W_MLR_Auto,1233,eRickshaw_MLR Auto_ePRO_Cargo_Tork+Amaron_2023_EV_AT
2595,la5.ic,687,Bike_Honda_Hiness_Default_2020_P_MT
2595,la5.ic,514,Bike_TVS_Apache_RR310_2018_P_MT
4155,PointO,2057,BMS_Pixcell_51.2V100AH_JBD 500_2025_EV_AT
1822,Amplus,1186,eBike_Bounce_Infinity_Default_2022_EV_MT
3253,BuyMyEV,1220,eBike_BuyMyEV_DF_Default_2023_EV_AT
2938,FAE_Bikes,1439,eBike_HCD india_NPS Cargo_Default_2023_EV_AT
4257,Gensol,1444,Tata ace_Tata_Tata Ace_EV_2023_EV_AT
2461,ICProduction,1203,BMS_Livguard_48V_V2_2022_EV_AT
3516,LA5.IC.HARDWARE,752,eRickshaw_Omega_Seiki rage+_Default_2021_EV_AT
3516,LA5.IC.HARDWARE,1171,BMS_Highflow_50V_Default_2022_EV_AT
3758,Likraft,1197,BMS_Likraft_72V_Default_2022_EV_AT
2938,FAE_Bikes,1137,eBike_HEROelectric_NYX e5_HX_2022_EV_AT
4428,IntelliOne,1715,VFD_INVT_GD200A_Holand_2024_EV_AT
2595,la5.ic,1142,Bike_Suzuki_Gixxer 150_Default_2021_P_MT
2595,la5.ic,1587,Bike_Royal Enfield_Continental GT 650_Default_2024_P_MT
2595,la5.ic,1379,eBike_RunR_Mec HS_Default_2023_EV_AT
3809,Madikeri_Police,1213,Car_Mahindra_Bolero_Default_2021_D_MT
4588,Neuron,1867,BMS_Neuron_51.2V _51.2V 150Ah_2024_EV_AT
1843,ORIX.IC,1864,Car_Toyota_Innova Crysta_Default_2024_D_MT
6717,caryaire,1946,BMS_caryaire_48V400AH_JBD 500_2025_EV_AT
2595,la5.ic,620,Car_Toyota_Innova crysta_Default_2019_D_MT
2595,la5.ic,688,Car_Maruti_Swift_VXI_2020_P_MT
2595,la5.ic,1200,Traveller_Force_Traveller_Default_2020_D_MT
4039,Monter,991,Car_Maruti_Spresso_Default_2021_P_MT
4588,Neuron,1738,BMS_Neuron_51.2V _51.2V 100Ah_2024_EV_AT
3868,Metafin,1292,VFD_Crompton Greaves_VSX48-032 20CEB_Default_2022_EV_AT
165,RoyalBrothers,1472,Bike_KTM_390 Adventure X_Default_2022_P_MT
295,HWY Rider,1316,Bike_Royal Enfield_Hunter _350_2023_P_MT
